ID,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply
807,Data Analyst/Programmer,$67K-$92K (Glassdoor est.),"Job Description
Position Summary

Data Analyst / Programmer works with project managers to produce variable data print production using various scripting and programming languages to successfully execute customer-required deliverables.

Essential Duties and Responsibilities

Work with customer supplied data
Produce Variable Data Production files for Client Products
Presort client data per USPS requirements using presort software.
Understand USPS requirements for mail automation.
Modify database including creating tables, finding the proper indexes and primary keys based on their entities and relations (normalization)
Participate in the testing of programs and systems to ensure proper functionality
Pulling and updating data using Access, Excel and SQL
Required to work in a team environment and help verify teammates work.

Skills & Knowledge:
Computer Science or equivalent degree required
Proficiency in MS Office, emphasis on MS Excel a must
MS SQL and Access experience a plus
Knowledge of UPS and FedEx systems a plus
Become familiar with basic creative design and layout as it relates to project and processes
Ability to take initiative and need little supervision
Ability to be proactive in anticipating and communicating project issues with internal departments
Ensure tasks are completed on time
Must pay high attention to details and maintain accuracy and quality
Adapt to a fast paced changing environment.
C# .Net programming skills a plus

Company Description
Over the past 30 years, ABS has grown to over 150 highly-valued employees and now operates out of an 130,000 sq. ft. building in the western suburbs of Chicago. Today, ABS is at the forefront of print and communication workflow technology and is fully equipped to provide a distinctive service to large organizations with both simple and complex communication programs.

We are always looking for dynamic, creative, hard-working individuals to become a part of our ABS team. We are proud of the expertise we offer our clients through our knowledgeable and skilled employees; we would appreciate learning more about you and your interest in joining our team. ABS is pleased to offer competitive compensation and benefit packages which includes 401(K).",2.5,"ABS Graphics
2.5","Itasca, IL","Itasca, IL",51 to 200 employees,1982,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),-1,-1
809,Data Analyst,$42K-$76K (Glassdoor est.),"RESPONSIBILITIES:

Kforce has a client that is seeking a Data Analyst in Evanston, IL.

Job Summary:
This position is responsible for assisting the Project Administrator in running data load processes and Quality Control processes. Responsibilities include running data comparison reports as required.

Essential Duties:
Develop a proficient understanding of the Accuity database and the underlying data interactions as related to how the payments products are used
Assist with the preparation of reports to support the data collection effort
Assist with processing third-party data loads
Assist in running international data QC (e.g. setting up and running QC queries)
Assist with technical / data-related tasks of the department
Provide back-up for critical department tasks
Other projects as needed
REQUIREMENTS:
Bachelor's degree or equivalent required
Organized and detail-oriented with strong analytical skills
Excellent oral and written communication skills
Able to independently make decisions, solve problems and handle multiple tasks
Ability to work under pressure and meet deadlines; ability to work overtime
Self-motivated, reliable, and proficient at working independently as well as in a team
Proactive approach in research of various secondary sources
Higher knowledge of relational databases (MS Access); ability to alter, create, and run queries and macros
Technical knowledge of SQL scripting and Java a plus
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.",4.1,"Kforce
4.1","Evanston, IL","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1
813,Data Analyst,$42K-$76K (Glassdoor est.),"Job Description
A promotion has resulted in an opening for a sharp-thinker to join our expanding organization and build their career!

Job Title: Production Analyst

Department: Finance

Reports To: Inventory Control Manager

FLSA Status: Salaried, Exempt

Summary Responsible for reviewing production work orders for accuracy, tracking and summarizing production trends, creating and generating reports to support continuous improvement initiatives and making recommendations based on analysis of data. The ideal candidate will have strong analytical skills, be detailed oriented and have an entrepreneurial attitude.

Essential Duties and Responsibilities include but not limited to the following:
Extract/analyze inventory and production data from ERP system for various purposes, including among others, daily, weekly, monthly and annual reporting to upper management team and other departments as well external stakeholders including banks, insurance and auditing firms/institutions;
Interpret production/inventory data to identify trends;
Utilize historical production information to generate product cost estimates for the pricing of new sales commitments;
Create process flow maps for production-related processes to clarify roles, responsibilities and the flow of information;
Use data from ERP software to drive improvements and efficiency on production processes;
Analyze production data to improve yield and labor entitlements;
Responsible for analysis of raw material and finished good inventory aging and make recommendations to Inventory Control, Production and Finance teams;
Create new reports to help identify, reconcile or prevent issues;
Interface with production, purchasing and warehouse teams on material status and production planning issues;
Reconcile inventory issues with inventory control and warehouse teams;
Assist in creating production formulas and products in ERP system;
Assist in posting production entries in ERP system;
Help manage and update different databases and other shared spreadsheets used by different personnel and departments across all locations;
Responsible for analyzing and managing weight giveaway for net weight products and work with QA and Production personnel to resolve any issues;
Will be required to perform other duties as requested, directed or assigned.
Supervisory ResponsibilitiesThis job has no supervisory responsibilities.

Qualifications To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Regular attendance is required.

Education and/or ExperienceBachelor's degree in Finance, Economics or similar is preferred. At least two years of analytical experience including preparation of spreadsheets and other documents.

Language SkillsAbility to read and comprehend simple instructions, short correspondence, and memos. Ability to write simple correspondence. Ability to effectively present information in one-on-one and small group situations to customers, clients, and other employees of the organization.

Mathematical SkillsAbility to add, subtract, multiply, and divide in all units of measure, using whole numbers, common fractions, and decimals. Ability to compute rates, ratios, and percentages and to draw and interpret graphs.

Reasoning AbilityAbility to apply common sense understanding to carry out instructions furnished in written, oral, or diagram form. Ability to deal with problems involving several concrete variables in standardized situations.

Computer SkillsTo perform this job successfully, an individual should have strong knowledge of Microsoft Excel and other Microsoft Office programs; Internet software; Familiarity with SQL databases is preferred.

Other Skills and AbilitiesMust have excellent communication skills and customer service skills. Excellent typing and word processing skills. Must have the ability to multi-task and think analytically.

Physical Demands The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

While performing the duties of this job, the employee is regularly required to sit and talk or hear. Position requires heavy use of keyboard. The employee is occasionally required to stand and walk. The employee must occasionally lift and/or move up to 25 pounds. Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception and ability to adjust focus.

Work Environment The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

The noise level in the work environment is usually moderate.

Job Posted by ApplicantPro",3.3,"Stampede Meat, Inc.
3.3","Bridgeview, IL","Bridgeview, IL",1001 to 5000 employees,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,-1
817,Logistics Data Analyst,$42K-$76K (Glassdoor est.),"Employee Type:

Full time

Location:

IL Oak Brook

Job Type:

Supply Chain Logistics

Job Posting Title:

Logistics Data Analyst

Job Description:

Position Summary:

The Supply Chain Network Design Analyst will play a critical role in achieving the capability and effectiveness of the total TreeHouse supply chain to meet the organization's growth and productivity targets. This person will be integral in the collection and manipulation of data to understand the operational and financial implications of network design activity. This position will be responsible for providing data-driven insights to drive development and execution of the ""network of the future"" and will allow TreeHouse to ""be the supply chain our customers can't and won't live without.""

Position Responsibilities:

By fulfilling the main mission of this role, you will contribute to TreeHouse Foods' enterprise strategy by delivering shareholder value through commercial and operational excellence.
Use technical expertise to develop complex, flexible, and scalable models to optimize manufacturing, warehousing, and customer logistics
Transform and link comprehensive data at a granular level from various enterprise systems to support and continuously improve existing TreeHouse modeling tools
Simultaneously model numerous network design initiatives as directed by senior leadership
Conduct ad-hoc analysis and reporting to support customer solutions, warehousing, and other network design initiatives
Develop data visualizations to articulate cost and service impacts ongoing projects will have on the supply chain network
Facilitate the internal processes to periodically review KPI's associated with network design activity
Collaborate with teams throughout the business and identify supply chain network opportunities that reduce costs, improve customer service, and enhance overall supply chain performance
The duties and responsibilities described are not a comprehensive list of all tasks. Additional tasks and duties may be assigned from time to time as necessitated by business needs
Qualifications and Requirements:
3 years of experience in logistics data analytics
Superior analytical and problem-solving skills, with an ability to deliver results in a highly dynamic and evolving environment
Highly proficient in use of LLamasoft optimization tools; Supply Chain Guru and Data Guru
Strong organizational and time management skills
Excellent MS Office skills; Advanced Microsoft Excel and PowerPoint skills
Interpersonal skills to work within a fast-paced team environment
Strong communication skills, both verbal and written
Ability to learn new skills and analytical tools quickly
Experience working with complex SKU structure and multi-plant environment preferred
Skilled data extract ability in various database platform, such as MS ACCESS, MS SQL, PostgreSQL, etc. is preferred
Experience with data visualization tools such as Tableau, MS Power BI, etc. is preferred
General understanding of transportation, warehousing, and other supply chain concepts
SAP experience is preferred
Education:

Bachelor's Degree Required

Working Conditions:

Travel (other than driving)

Enter % of time

Up to 10%

#LI-HS1

Disability Assistance
TreeHouse Foods is an Equal Employment Opportunity Employer and offers opportunities to all job seekers, including those with disabilities. If you need a reasonable accommodation to assist with your job search or application for employment, please contact us by sending an email to disability-accommodations@treehousefoods.com. In your email please include a description of the specific accommodation you are requesting and a description of the position for which you are applying.

EEO Considerations

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, citizenship, disability or protected veteran status.",2.5,"TreeHouse Foods, Inc.
2.5","Oak Brook, IL","Oak Brook, IL",10000+ employees,2005,Company - Public,Food & Beverage Manufacturing,Manufacturing,$5 to $10 billion (USD),-1,-1
843,Philanthropy Operations Associate - Data Analyst,$97K-$129K (Glassdoor est.),"Department:

13900_87000 Development Office

Expected Weekly Hours:

40

Shift:

Day Shift

Position Purpose:

Job Description Details:

Under general supervision and acting on their own initiative, the Operations Associate - Data Analyst supports the Office of Philanthropy through the entry, analysis and reporting of donor and prospect data from various sources to advance fundraising initiatives. This position also functions as one of the subject matter experts for the Trinity Health Donor Data Management application (Blackbaud CRM) in the Office of Philanthropy.

In addition, this positions provides support and backup to the team for diverse operational duties including gift processing, donor acknowledgements and correspondence, data entry, tracking department schedules, extracting/analyzing data and workflow, planning and organization of meeting and events, and coordinating office operations. S/he will serve as a liaison between the Office and internal and external constituencies. Assignments involve work of a confidential nature and require a thorough knowledge of Office and Health Systems processes and procedures.

ESSENTIAL DUTIES AND RESPONSIBILITIES
Test and deploy custom reports, database queries, exports, Key Performance Indicators (KPI) dashboards within Philanthropy information systems. Acquires data from primary or secondary data sources while maintaining databases. Filter and ""clean"" data acquired by reports and queries, prioritized by fundraising needs.
Performs all aspects of data entry and gift processing Xeroxing, depositing, batch entry, and producing reports for all gifts. Generates acknowledgments, receipts, batch reports and special letters in a timely manner and proofreads for accuracy. Updates database with information by team members and data health and accuracy tasks. Manages reporting and acknowledgements for memorial/honor programs.
Composes, prepares, proofs and edits internal and outgoing correspondence and reports. Word processes or types and distributes a variety of material such as correspondence, memoranda, reports, charts, schedules, minutes, etc.
Responds to matters in connection with executive leadership, physicians and Health System departments, including administrative detail while acting under general supervision or on own initiative. Performs expediting, problem-solving and service support to organizational and outside contacts as required. Refers information and/or questions to responsible individual as required.
Initiates and tracks workflow, calendars, schedules, and projects through the Department to ensure paperwork is complete and appropriate, and that follow up responses and/or services are provided in a timely fashion. Prepares and processes invoices, expense reports, and personnel and payroll forms as needed/directed.
Organizes and follows up on plans for meetings: coordinates with participants; prepares, assembles and distributes meeting information/material; sets up/oversees meeting logistics including rooms, equipment and catering as needed. Attends meetings and participates on committees as directed. Takes, organized and types meeting minutes as required.
Reviews and answers mail and inquires on own initiative, where appropriate, and determines within established guidelines if executive action is required. Researches background information necessary for required action or follow up.
Deals discretely with sensitive, confidential information concerning professional and personal performances of staff and information concerning donors contained in minutes, correspondence, memoranda and other documents.
Sets up and organizes files and record retentions systems. Maintains files and security of confidential information, e.g., patient medical records, hospital financial information, salaries, staff and legal information or a confidential nature. Maintains office equipment and supplies.
Supports the office operations of the Department through other duties as needed.
MINIMUM EDUCATION AND/OR WORK EXPERIENCE
Bachelors degree preferred, High School diploma or equivalent required. At least four years of related experience preferred.
Proficiency in word processing and Microsoft Office (Word, Excel, PowerPoint, Outlook) applications required.
Ability to work basic mathematical calculations; understand/use computerized data information.
Knowledge of Blackbaud CRM or similar donor database software required.
Highly professional appearance/presentation required.
Excellent grammar/language skills.
QUALIFICATIONS

The attributes of ideal candidates for this position include:
Team and service oriented
Advanced verbal skills
Critical thinking
Ability to work with and analyze data
Interest in and understanding of fundraising and philanthropy
An engaging personality and telephone manner
A personality oriented to exceptional customer service and sincere enjoyment of

interactions with a variety of people
Significant attention to detail
Understands and appreciates process
Exceptionally well organized
Office skills (software, database, composition, editing, proofreading, etc.)
Ability to multitask
Self-starter who consistently takes initiative
Trinity Health's Commitment to Diversity and Inclusion

Trinity Health employs about 133,000 colleagues at dozens of hospitals and hundreds of health centers in 22 states. Because we serve diverse populations, our colleagues are trained to recognize the cultural beliefs, values, traditions, language preferences, and health practices of the communities that we serve and to apply that knowledge to produce positive health outcomes. We also recognize that each of us has a different way of thinking and perceiving our world and that these differences often lead to innovative solutions.

Trinity Health's dedication to diversity includes a unified workforce (through training and education, recruitment, retention and development), commitment and accountability, communication, community partnerships, and supplier diversity.",3.3,"Trinity Health
3.3","Maywood, IL","Livonia, MI",10000+ employees,1976,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"HCA Healthcare, Vanguard Health Systems",-1
845,Data Entry and compliance Analyst,$97K-$129K (Glassdoor est.),"Job Description


Identify and implement strategies to improve and streamline trade compliance processes. Drive U.S. import compliance ensuring adherence to appropriate regulations.
Execute customs compliance reviews and audits. Assist during on-sight comprehensive U.S. Customs audits. Prepare Customs Value Reconciliations for company’s imports from IMMEX operations.
Research and analyze discrepancies identified during audit process.
Responsible for filing Post Entry Adjustments, protest and other correspondence to the appropriate U.S. government authorities.
Audit, track and trend import broker performance.
Support strategies to reduce annual duties and tariffs and lead participation in programs such as NAFTA.
Assist in developing and communicating company trade compliance policies and lead implementation of systems and processes to support those policies.
Medline offers a business casual, entrepreneurial work environment with strong growth potential, a competitive compensation package, and a complete benefits package including medical/dental/vision/life insurance; 401(k) with company match. And much more!
Job Qualifications


Education
Bachelor’s degree.
Additional
Experience using business analytical skills including facilitating requirements sessions and documenting activity workflows and business requirements.
Experience in working through details of a problem, overcoming obstacles and reaching a positive and successful solution through mathematical or systematic operations.
Preferred Qualifications

Education
Degree with emphasis in accounting/auditing or related field desired.
Relevant Work Experience
At least 3 years of import/export experience.",3.4,"Medline Industries
3.4","Northfield, IL","Northfield, IL",10000+ employees,1966,Company - Private,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD),-1,-1
848,"ERP Data Migration Analyst in Glenview, IL at Signode",$97K-$129K (Glassdoor est.),"Job Description
ERP Data Migration Analyst",3.2,"Signode
3.2","Glenview, IL","Glenview, IL",5001 to 10000 employees,1913,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,-1
858,Data Quality Analyst-Product Content Specialist,$97K-$129K (Glassdoor est.),"Data Quality Analyst-Product Content SpecialistCome join our Digital Team!Steiner is an Electrical Distribution Company looking for the right individual with electrical product knowledge and data analytical skills.Steiner Electric is a family-owned company founded in 1916. Steiner Electric is the 35th largest electrical supply business in the country, with eight locations in Northern Illinois, Northwest Indiana and Southeast Wisconsin. We represent many of leading manufacturers in the industry. With a team of 475 employees, we service customers with standard electrical and industrial supplies and represent automation products, motors and drives, energy management, field service and custom products. Steiner is a close family culture with a strong commitment to customer service, values, integrity and community service.We offer a competitive compensation and benefits package that includes medical, dental, vision, life, short-term and long-term disability insurance, Paid Time Off (PTO), 401K and profit sharing.We are looking for positive, ambitious, outgoing individuals with impeccable people skills to be part of a growth oriented Team.The primary responsibility of the Product Content Specialist is to support the Product Information Manager with Steiner Electric Companys Product Data Management (PDM). This position is focused on mapping existing data for import into our PDM software, understanding the functions of the PDM software, and exporting publish-ready data files to various repositories. This is not a programing position, but it does require the ability to manipulate product files from existing sources, create data maps, import files to the PDM and coordinate with the Product Information Manager to report missing or corrupt data. The ideal candidate will be detail oriented, highly analytical and have the ability to leverage our product management software to maintain the integrity and accuracy of the companys product data.Job Requirements:* Experience in Manufacturing and/or Distribution Industry with Specific experience with Manufacturing and/or Distribution technologies and applications including ERP* Technical competency in data analysis and reporting* Familiarity with data base applications, particularly MS SQL. Proficiency with MS Access and Excel required. SQL report writing or Crystal Reports experience beneficial* Report validation experience.* Workflow diagrams.* Analytical and methodology.* Ability to communicate ideas in both technical and user-friendly language.* Create and maintain data mapping documents, include fields, acceptable values, business use.* Define/develop data mapping from current system to proposed system data* Ability to analyze large quantities of data, meet scheduled deadlines, understand product data needs and implications of incorrect data entry.* Capable of formulating tolerance rules, creating event triggers, and resolving data entry discrepancies.* Ability to communicate project status via project management software.* Cross culture awareness and experience in conducting business in multiple locationsSteiner is an equal opportunity employer and will consider all qualified applicants for employment. Steiner employs people without regard to race, color, religion, gender, gender identity, sexual orientation, national origin, protected veteran status, or disability.",3.0,"Steiner Electric Co
3.0","Elk Grove Village, IL","Elk Grove Village, IL",201 to 500 employees,1916,Company - Private,Wholesale,Business Services,$1 to $5 million (USD),-1,-1
879,SAS Data Analyst,$68K-$87K (Glassdoor est.),"Import, transform, validate and/or model data
Should have experience in SAS, SQL, Data Mining and Analytics, Data warehouse, ETL
Develop and deliver data sources and infrastructure to support the needs of predictive modeling and analytics as part of a cross-functional team
Connect raw data to business meaning and understand data generation and flows in the context of business impact. Communicate anomalies and work towards resolution
Execute rapid development of new data and analytic work tracks with fast iteration over quick sprints
Oversee the development of new concepts and proof of concept designs of moderate complexity
Ensure prototypes meet the organization standards to allow transfer to production, if applicable
Solve problems with a multidisciplinary approach, combining technical expertise with business knowledge
Develop, enhance and manage various analytical solutions to support strategic and tactical decisions.
Extract and transform raw data from various data sources into useful information to enable more effective strategic, tactical, and operational insights.
Determine best methods to gather, model, manipulate, and present data while gathering business requirements and translating business questions into business requirements
Develop quality control measures, testing measures, and the accuracy of data standards to support deployment of solutions for the business Create and automate reports by established deadlines and on an ad-hoc basis
Develops intermediate business knowledge of the functional area and processes to understand the application of data information to support business function
Leverages a basic understanding of multiple data structures and sources to perform moderately complex data manipulation using standard data extraction and analytical tools and techniques
Prior experience working with multiple database technologies
Good understanding of logical/physical data models
Strong problem solving and troubleshooting skills are required
Effectively communicate issues, needs, and assist in troubleshooting",4.0,"Lorven Technologies Inc
4.0","Arlington Heights, IL","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1
884,Data Analyst,$29K-$38K (Glassdoor est.),"Smith is an entrepreneurial company with global reach, a casual environment, and limitless paths for success. For over 35 years, we’ve offered a place for driven, creative people to set and achieve ambitious goals in sales, procurement, and our supporting departments.

Opportunities await around the world. If you’re curious to see how you can help Smith grow while pursuing the next step in your own growth and development, apply today.

This Data Analyst will be responsible for data mining and building mining data tables, along with researching external methods, processes and software to provide business solutions tailored to new trends, demands and concepts. This person will need to have experience with the ETL process and strong experience with working with data coming from various sources, channels and in different formats. The candidate will also need to have the ability to structure the data for a software architect, correspond directly with clients, project or department managers, and/or business leaders to identify analytical requirements. This person will also be working with Project Managers, Architects, DBA, and Data Scientists. He or she must be comfortable utilizing both quantitative data, and qualitative knowledge. Other typical functions include but are not limited to:
Perform routine trend analyses and evaluations.
Analyze audit findings, identify trends and assist in the development of programs.
Brainstorm and form effective solutions to business problems.
Develop, maintain and assist in the implementation of programs and business solutions.
Monitor correction action follow-up from audits in business units.
Provide status reports to management, identify problem areas and verify compliance.
Clean, update and aggregate the data into more operable formatting.
Required Skills:
Bachelors Degree in MIS and/or CS.
Experience with tools such as SQL, Oracle & MongoDB.
Any ETL too experience (ex: Informatica, Oracle Data Integrator or Warehouse Builder)
Ability to work with relational and non-relational databases.
Ability to handle multiple tasks simultaneously and switch between tasks quickly.
Ability to facilitate discussion, drive consensus and build partnerships.
Detail oriented and able to work in group projects and take direction.
Excellent verbal and written communication skill is a must.
Experience as a Business Analysis is preferable.
If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!",4.1,"N.F. Smith & Associates
4.1","Houston, TX","Houston, TX",201 to 500 employees,1984,Company - Private,Wholesale,Business Services,$1 to $2 billion (USD),"Converge, Future Electronics, Advanced MP Technology",-1
889,Financial Data Analyst,$29K-$38K (Glassdoor est.),"Financial Analyst

Company Overview

Luminess is a Houston based Direct to Consumer beauty & wellness company. Originally used in the fashion, print, television and film industries, Luminess has redefined the traditional beauty routine with its at home, flawless airbrush systems. Complementing the airbrush systems are a full line of innovative color cosmetics and skincare products. US growth in the last five years has built a strong brand recognition with over 5 million customers. Our products can be seen in the pages of publications like InStyle, Allure, Cosmo, Vogue and in 2018 the brand was recognized in Womens Wear Daily as the company to watch in beauty.

Overview of the Role

In this newly formed role the Financial Analyst serves as a key contributor reporting directly to the company Controller. The Financial Analyst will primarily focus on developing critical financial reporting tools and providing insights in to overall financial performance. We are looking for a self-driven, detail-oriented contributor with financial data analysis and reporting expertise.

Responsibilities:
Providing support for Accounting and Financial analytics and Reporting
Synthesize data from various sources to deliver actionable insights.
Utilize data science techniques to mine large structured and unstructured data sets, using analytical techniques to generate insights.
Identify patterns in raw data and develop models to predict the likelihood of a future outcome and/or to optimize business solutions.
Translate findings into accessible visuals, providing a clear view into interpreting the data.
Enable the business to make clear financial choices, with a reasonable view into likely outcomes.
Analyze and interpret financial data and compile reports on current financials.
Define benchmarks, generate insights, develop dashboards and monitor and report progress against them.
Perform monthly review and evaluate actual financial performance.
Analyze financial information to produce forecasts.
Qualifications:
Bachelors degree in accounting and a technical or quantitative discipline.
7+ years of hands-on accounting, finance analytics experience required.
Solid understanding of Financial and Accounting Industry terminology and concepts.
Proven analytical skills; ability to analyze raw data, draw conclusions, and develop actionable recommendations.
Demonstrated success presenting complex qualitative and quantitative data in a clear and compelling manner that inspires action.
Ability to effectively present complex subject matter to all levels of management.
Advanced Microsoft Excel skills required. Candidate should be able to create and use pivot tables, use advanced functions including VLOOKUP and HLOOKUP, Macros and VBA
Recent experience in visualization software like Tableau preferred.
Job Type: Full-time

Pay: $65,000.00 - $70,000.00 per year

Experience:
Managing Data: 5 years (Required)
hands-on accounting, finance analytic: 7 years (Required)
advanced Excel (VLOOKUP and HLOOKUP, Macros and VBA): 3 years (Required)
financial and accounting industry terminology and concept: 4 years (Required)
Tableau: 1 year (Preferred)
Data Analysis: 5 years (Required)
Analytics: 1 year (Preferred)
business analysis: 1 year (Preferred)
sql: 1 year (Preferred)
financial analysis (reporting): 3 years (Required)
Analysis Skills: 1 year (Preferred)
Education:
Bachelor's (Required)
Work authorization:
United States (Required)
Job distance:
Stafford, TX: Between 31 and 40 miles (Preferred)",2.7,"Luminess Cosmetics
2.7","Stafford, TX","Stafford, TX",51 to 200 employees,2007,Company - Private,Consumer Products Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,-1
899,Data Analyst & Healthcare Analytics,$29K-$38K (Glassdoor est.),"Overview

Data Analyst & Healthcare Analytics

Location: Pearland Administrative Office

Department: KS Plan Advantage- Health Care Finance
Job Type: Full Time

COMPANY PROFILE

Kelsey-Seybold Clinic. Changing the way health cares.

Kelsey-Seybold Clinic is Houston's premier multispecialty group practice, founded in 1949 by Dr. Mavis Kelsey. With more than 21 clinic locations and more than 400 physicians, Kelsey-Seybold provides medical care in 55 medical specialties and is home to a nationally accredited Breast Diagnostic Center, Endoscopy Center, Infusion Center and Cancer Center. Our mission is to provide our team members with exceptional opportunities for professional and personal growth.

JOB SUMMARY

The Healthcare Finance (HCF) department exists to monitor and improve the financial performance of Kelsey-Seybold's product lines and health plans. The HCF Analytics team is a customer service-focused department providing consultation to the KS executive team as well as to select operational and functional departments. The HCF Analytics team works closely with internal and external partners to identify revenue and cost savings opportunities, support new product and business development, ensure regulatory compliance, inform contract negotiations and complete reconciliation of incentive arrangements, claims, capitation, and premium payments with other payers, vendors and/or government entities.

The HCF department is adequately staffed by highly skilled, motivated and inquisitive individuals that deliver complex analysis of financial and utilization data to support revenue enhancement and identify cost savings opportunities. The Analyst II provides financial data, reporting and other actionable information to the HCF Management Team and other departments regarding the business units, process, products and/or service lines as directed by the manager. The Analyst II is able to independently identify areas requiring additional investigation and perform analyses with less guidance than more junior analysts. Responsibilities related to this position include:
Creating/producing financial reports, analysis and financial reconciliations required to understand the key drivers of the relevant business unit or service line.
Helping to develop the systems and processes that are the foundation for reporting and analysis.
Providing analytical support to internal customers including the Central Business Office, Pharmacy Services, Business Planning, Accounting, Managed Care Contracting, Claims, Marketing, and Utilization Management departments and partnering with the Business Intelligence team to automate and improve reporting.
Discussing findings with internal customers.
Acting as a subject matter and technical resource for more junior analysts.
EDUCATION REQUIREMENTS & EXPERIENCE REQUIREMENTS

(A = basics; B = preferred)

Education

A.

Bachelor's Degree in Finance, Economics, Mathematics, Healthcare Administration, or related field; or Associate's Degree with equivalent work experience

B.

Experience

A.
3-5 years of experience in data analysis, decision support, medical economics, healthcare informatics, or managed healthcare or equivalent combination of education and experience to demonstrate ability to succeed in healthcare analytics
Demonstrated initiative and problem solving skills
Demonstrated analytical/modeling skills with ability to convert raw data into actionable business insights
B.
Demonstrated ability to analyze and report on business units, products or service lines
Experience in the healthcare industry with understanding of data in healthcare organizations (including claims data, ICD10, Medicare Advantage, Health Insurance Marketplace, capitated payment models)
Licenses

A.

B.

Special Skills

A.
Advanced proficiency in Microsoft Excel
Basic knowledge of Microsoft Power Point and Microsoft Word
Experience with SQL or other programming tools (including Visual
B.
Experience writing, debugging and documenting complex queries against relational databases
Experience with Statistical Software (including SAS, R, Minitab, SPSS)
Other
A.

B.

WORKING ENVIRONMENT

Office",3.6,"Kelsey-Seybold Medical Group
3.6","Pearland, TX","Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,-1
936,Data Governance Analyst,$47K-$76K (Glassdoor est.),"SM Logics Inc is a leading next-generation IT products, platforms, and services company delivering guaranteed business outcomes, seamless customer experience, actionable insights and IP-led digital transformation. We bring unparalleled knowledge of domains, markets, and technology platforms, to enable our clients realize their business goals. MDM Architect Dallas, TX Job Description Looking for a Business Analyst who has good experience in Data Governance and Participate in the development and implementation of enterprise metadata standards, guidelines, and processes to ensure quality metadata and support for ongoing data governance. Experience of 5+yrs in Informatica Data Governance (Axon), EDC, IDQ experience. Experience in MDM and configuring EDC and Axon Experience in DQ Tools. Experience with data governance principles, data management, data collection, analysis and interpretation skills. SM Logics Inc Inc. is an Equal Opportunity Employer. MFDisabilityVeterans If interested, please send your resumes to praveensmlogics.com or cal 469-405-5885 Praveen Sr Technical Recruiter",-1.0,SM LOgics Inc,"Sugar Land, TX","Carrollton, TX",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1
937,Data Quality Analyst,$47K-$76K (Glassdoor est.),"primary role is to assemble, sort and decipher information into ""database queries or data fields for computer analysisA data analyst uses the information he collects to provide statistical results that address problems presented by a client. The client will then use the data prepared by the data analyst to advance research, assess issues of importance or present to other interested parties. Key accountabilities include: -Generate advanced Excel workbooks with complex formulas and create flow profile charts/graphs based on calculated data -Analyze oil, gas and/or water flow profiles and include in customer frac reports -Write and review technical frac reports for customers in a timely manner -Generate final frac reports including all data, analysis, and charts/graphs -Assists in all aspects of frac data report requirements for customers Skills Knowledge / Attributes required -Excellent written English and technical report writing skills. -Proficient in the use of the Microsoft Office. -Strong communication and interpersonal skills. -Ability to be a self-starter who can work with minimal direct supervision, take ownership of projects, and coordinate the inflow of data from the various sources. -Strong organizational skills and attention to detail. -Must be flexible and willing to help on miscellaneous assigned projects. -Familiar with the technical aspects of oil drilling, stimulation, and production preferred.",2.7,"TechUSA
2.7","Pasadena, TX","Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
