ID,address,price,info,city,state,,
1441,"4008 Spencer St, Fort Worth, TX 76244
												","290,000","
3 bds
2 ba
2,103 sqft
",Fort Worth,TX,,
1442,"1209 Oak Park Ave, Norfolk, VA 23503
												","290,000","
4 bds
2 ba
1,500 sqft
",Norfolk,VA,,
1443,"5801 Ann Jene Ct, Austin, TX 78744","289,900","3 bds2 ba1,752 sqft",Austin,TX,,
1444,"3225 Turtle Creek Blvd APT 814, Dallas,
													TX 75219","289,900","
1 bd
1 ba
844 sqft
",Dallas,TX,,
1445,"139 Impala Cir, San Antonio, TX 78259
												","289,900","
3 bds
3 ba
2,392 sqft
",San Antonio,TX,,
1446,"367 Olentangy Forest Dr #6-A, Columbus,
													OH 43214","289,900","
3 bds
3 ba
1,792 sqft
",Columbus,OH,,
1447,"3036 Veranda Vista Dr, Fort Worth, TX
													76177","289,900","
3 bds
2 ba
1,890 sqft
",Fort Worth,TX,,
1448,"3 Tabatha Cir, Hampton, VA 23666
												","289,900","
3 bds
3 ba
2,148 sqft
",Hampton,VA,,
1449,"1946 Curtiss St, Downers Grove, IL 60515
												","289,900","
3 bds
2 ba
1,200 sqft
",Downers Grove,IL,,
1450,"63 Jamie Ln, Staten Island, NY 10312","289,888",1 bd2 ba929 sqft,New York,NY,,
1451,"2441 Telegraph Ave, Dallas, TX 75228
												","289,500","
3 bds
3 ba
1,550 sqft
",Dallas,TX,,
1452,"11543 Biddle Hts, San Antonio, TX
												","289,182","
3 bds
2 ba
1,975 sqft
",San Antonio,TX,,
1453,"14225 Canvasback Dr, Charlotte, NC 28273","289,000","3 bds3 ba2,219 sqft",Charlotte,NC,,
1454,"2727 Hood St APT 105, Dallas, TX 75219
												","289,000","
1 bd
1 ba
625 sqft
",Dallas,TX,,
1455,"Newark Plan, City Gate","288,990","4 bds3 ba2,380 sqft",Houston,TX,,
1456,"1010 Arch St UNIT 513, Philadelphia, PA
													19107","287,000","
2 bds
1 ba
830 sqft
",Philadelphia,PA,,
1457,"6136 Hailstone Rd, Charlotte, NC 28215","286,900","3 bds3 ba1,887 sqft",Charlotte,NC,,
1458,"Ozark Plan, Oak Ridge","286,900","
4 bds
3 ba
2,338 sqft
",Fort Worth,TX,,
1459,"EX-3067 - Stable Chase Plan, Stable
													Chase","286,500","
4 bds
3 ba
3,067 sqft
",Indianapolis,IN,,
1460,"8206 Twin Hills Dr, Houston, TX 77071","285,000","4 bds2 ba2,178 sqft",Houston,TX,,
1461,"2513 E Gordon St, Philadelphia, PA 19125
												","285,000","
2 bds
2 ba
800 sqft
",Philadelphia,PA,,
1462,"9468 E Florida Ave APT 2039, Denver, CO
													80247","285,000","
2 bds
3 ba
1,224 sqft
",Denver,CO,,
1463,"1207 Whispering Oaks Ln, Richardson, TX
													75081","285,000","
3 bds
2 ba
1,673 sqft
",Richardson,TX,,
1464,"4920 Meadow Trails Dr, Fort Worth, TX
													76244","285,000","
3 bds
2 ba
2,955 sqft
",Fort Worth,TX,,
1465,"205 E Mcginnis Cir, Norfolk, VA 23502
												","284,900","
4 bds
2 ba
1,933 sqft
",Norfolk,VA,,
1466,"911 W Kings Hwy, San Antonio, TX 78201
												","284,000","
2 bds
1 ba
1,156 sqft
",San Antonio,TX,,
1467,"Grandover II Plan, Villas at Birchwood
													Park","282,900","
3 bds
3 ba
2,280 sqft
",Indianapolis,IN,,
1468,"Backcountry Plan, The Westerly
													Collection at Altaira at High Point","282,000","
2 bds
3 ba
1,248 sqft
",Denver,CO,,
1469,"Rachel Plan, City Gate","281,990","4 bds3 ba2,322 sqft",Houston,TX,,
1470,"Sheldon Plan, Cobblestone","281,990","
4 bds
3 ba
2,641 sqft
",San Antonio,TX,,
1471,"2103 Charlotte Estates Dr, Austin, TX 78744","280,000","4 bds2 ba1,611 sqft",Austin,TX,,
1472,"854 Maltese Gdn, San Antonio, TX 78260
												","280,000","
3 bds
3 ba
2,095 sqft
",San Antonio,TX,,
1473,"1610 Conoga St, Norfolk, VA 23523
												","280,000","
4 bds
3 ba
2,467 sqft
",Norfolk,VA,,
1474,"105 Christina Landing Dr #105,
													Wilmington, DE 19801","280,000","
3 bds
2 ba
1,325 sqft
",Wilmington,DE,,
1475,"5108 S Austin Ave, Chicago, IL 60638","279,900","3 bds1 ba2,250 sqft",Chicago,IL,,
1476,"47 Cherry St, Jersey City, NJ 07305
												","279,900","
1 bd
1 ba
907 sqft
",Jersey City,NJ,,
1477,"8220 S Fillmore Cir, Centennial, CO
													80122","279,500","
2 bds
3 ba
1,568 sqft
",Centennial,CO,,
1478,"9625 Banes St, Philadelphia, PA 19115
												","279,000","
3 bds
2 ba
1,681 sqft
",Philadelphia,PA,,
1479,"100 Shearwater Ct E APT 41, Jersey City,
													NJ 07305","279,000","
1 bd
2 ba
825 sqft
",Jersey City,NJ,,
1480,"5836 Mount Plymouth Point, Fort Worth,
													TX 76179","279,000","
5 bds
3 ba
3,133 sqft
",Fort Worth,TX,,
1481,"6133 Hailstone Rd, Charlotte, NC 28215","276,935","3 bds3 ba1,887 sqft",Charlotte,NC,,
1482,"Marion Plan, Bradshaw Crossing   Ridgepointe and Cottage Collection","275,990","3 bds2 ba1,449 sqft",Austin,TX,,
1483,"26 E California Ave, Columbus, OH 43202
												","275,900","
2 bds
1 ba
1,144 sqft
",Columbus,OH,,
1484,"10203 Crescent Bluff Ln, Houston, TX 77070","275,000","3 bds3 ba2,700 sqft",Houston,TX,,
1485,"23668 N 36th Dr, Glendale, AZ 85310
												","275,000","
3 bds
2.5 ba
1,278 sqft
",Phoenix,AZ,,
1486,"2080 E Lemon St, Tempe, AZ 85281
												","275,000","
2 bds
1 ba
922 sqft
",Tempe,AZ,,
1487,"600 Cheyenne Ct S, Irving, TX 75062
												","275,000","
4 bds
2 ba
1,961 sqft
",Irving,TX,,
1488,"1800 Blake Dr, Richardson, TX 75081
												","275,000","
4 bds
3 ba
2,594 sqft
",Richardson,TX,,
1489,"406 Nottingham Dr, Richardson, TX 75080
												","275,000","
3 bds
2 ba
1,526 sqft
",Richardson,TX,,
1490,"14906 Brotherly Ln, Charlotte, NC 28278","274,900","3 bds2 ba1,895 sqft",Charlotte,NC,,
1491,"6122 Summerville Ln, Houston, TX 77041","274,900","4 bds3 ba3,204 sqft",Houston,TX,,
1492,"3209 N 79th Ave, Phoenix, AZ 85033
												","274,900","
5 bds
2 ba
1,972 sqft
",Phoenix,AZ,,
1493,"11539 Biddle Hts, San Antonio, TX
												","274,008","
3 bds
2 ba
1,726 sqft
",San Antonio,TX,,
1494,"4811 S 4th Ave, Phoenix, AZ 85041
												","273,900","
4 bds
3 ba
1,929 sqft
",Phoenix,AZ,,
1495,"656 E Weisheimer Rd, Columbus, OH 43214
												","273,000","
3 bds
2 ba
1,056 sqft
",Columbus,OH,,
1496,"Manhattan Plan, City Gate","271,990","4 bds3 ba2,110 sqft",Houston,TX,,
1497,"6129 Hailstone Rd, Charlotte, NC 28215","270,900","3 bds3 ba1,658 sqft",Charlotte,NC,,
1498,"12434 Cascade Hls, San Antonio, TX 78253
												","270,000","
2 bds
2 ba
1,596 sqft
",San Antonio,TX,,
1499,"7021 Selma Ave, Norfolk, VA 23513
												","270,000","
5 bds
4 ba
2,040 sqft
",Norfolk,VA,,
1500,"3477 Bessie St, Norfolk, VA 23513
												","270,000","
4 bds
2 ba
2,020 sqft
",Norfolk,VA,,
1501,"Sevilla Plan, Ravenview","269,950","
4 bds
3 ba
1,680 sqft
",Dallas,TX,,
1502,"209 Brooklain Dr, Charlotte, NC 28214","269,900","3 bds2 ba1,939 sqft",Charlotte,NC,,
1503,"614 S Stewart St, Salt Lake City, UT
													84104","269,900","
4 bds
2 ba
1,708 sqft
",Salt Lake City,UT,,
1504,"9107 Crocus Ct, Camby, IN 46113
												","269,900","
4 bds
3 ba
2,980 sqft
",Indianapolis,IN,,
1505,"11333 N 92nd St UNIT 2071, Scottsdale,
													AZ 85260","269,000","
2 bds
2 ba
1,123 sqft
",Scottsdale,AZ,,
1506,"EX-2237 - Stable Chase Plan, Stable
													Chase","269,000","
3 bds
2 ba
2,237 sqft
",Indianapolis,IN,,
1507,"6107 Glendock Ct, Charlotte, NC 28269","267,900","3 bds3 ba1,703 sqft",Charlotte,NC,,
1508,"122 North St APT 10, Salt Lake City, UT
													84103","267,900","
2 bds
1 ba
732 sqft
",Salt Lake City,UT,,
1509,"Withheld Withheld Rd #3B, Flushing, NY 11367","265,000",2 bds1 ba850 sqft,New York,NY,,
1510,"6715 Dashmoor Crk, San Antonio, TX 78244
												","265,000","
4 bds
3 ba
2,458 sqft
",San Antonio,TX,,
1511,"1348 Sheila Dr, Plano, TX 75023
												","265,000","
3 bds
2 ba
1,367 sqft
",Plano,TX,,
1512,"2621 Peach Tree Ln, Irving, TX 75062
												","265,000","
3 bds
2 ba
1,554 sqft
",Irving,TX,,
1513,"1619 Aurora Dr, Richardson, TX 75081
												","265,000","
4 bds
3 ba
2,278 sqft
",Richardson,TX,,
1514,"813 Bee Creek Ln, Fort Worth, TX 76120
												","265,000","
3 bds
3 ba
2,987 sqft
",Fort Worth,TX,,
1515,"272 Mockingbird Ln, Hampton, VA 23669
												","265,000","
3 bds
3 ba
2,055 sqft
",Hampton,VA,,
1516,"100 Remsen St APT 5, Brooklyn, NY 11201
												","265,000","
Studio
1 ba
-- sqft
",Brooklyn,NY,,
1517,"Lily Plan, Dillon Lakes","264,990","4 bds3 ba1,900 sqft",Charlotte,NC,,
1518,"1326 Eagle Ave, Norfolk, VA 23518
												","264,900","
3 bds
2 ba
1,729 sqft
",Norfolk,VA,,
1519,"40 Manteo Ave, Hampton, VA 23661
												","262,900","
3 bds
3 ba
1,779 sqft
",Hampton,VA,,
1520,"Denver Plan, City Gate","261,990","3 bds3 ba1,813 sqft",Houston,TX,,
1521,"4424 E Villa Theresa Dr, Phoenix, AZ
													85032","260,000","
2 bds
2 ba
982 sqft
",Phoenix,AZ,,
1522,"1904 Douglas Cir, Irving, TX 75062
												","260,000","
4 bds
2 ba
2,100 sqft
",Irving,TX,,
1523,"3015 E Bayshore Rd SPACE 306, Redwood
													City, CA 94063","260,000","
3 bds
2 ba
950 sqft
",Redwood City,CA,,
1524,"3332 Dominion Ave, Norfolk, VA 23518
												","260,000","
5 bds
3 ba
2,075 sqft
",Norfolk,VA,,
1525,"8 Howe Rd, Hampton, VA 23669","260,000","
4 bds
3 ba
1,810 sqft
",Hampton,VA,,
1526,"4112 Portland St, Irving, TX 75062
												","259,999","
3 bds
2 ba
1,652 sqft
",Irving,TX,,
1527,"317 Tioga Dr, Arlington, TX 76002
												","259,900","
4 bds
2 ba
2,002 sqft
",Arlington,TX,,
1528,"829 Brentwood Ln, Richardson, TX 75080
												","259,900","
3 bds
2 ba
1,786 sqft
",Richardson,TX,,
1529,"8361 Highland St, Norfolk, VA 23518
												","259,900","
2 bds
2 ba
1,366 sqft
",Norfolk,VA,,
1530,"2212 W 42nd St, Indianapolis, IN 46228
												","259,900","
3 bds
2 ba
4,074 sqft
",Indianapolis,IN,,
1531,"6223 Fox Peak Dr, San Antonio, TX
												","259,861","
3 bds
2 ba
1,332 sqft
",San Antonio,TX,,
1532,"6815 Melody Stone, San Antonio, TX 78244
												","259,500","
3 bds
3 ba
2,131 sqft
",San Antonio,TX,,
1533,"2251 E Willetta St, Phoenix, AZ 85006
												","259,000","
3 bds
1 ba
1,228 sqft
",Phoenix,AZ,,
1534,"325 W 700 N APT 19, Salt Lake City, UT
													84103","259,000","
3 bds
2 ba
1,150 sqft
",Salt Lake City,UT,,
1535,"3821 Redwood Creek Ln, Fort Worth, TX
													76137","258,900","
3 bds
3 ba
2,330 sqft
",Fort Worth,TX,,
1536,"The Justin Plan, Tiermo","257,990","4 bds2 ba1,832 sqft",Austin,TX,,
1537,"8714 Timber Falls Dr, Dallas, TX 75249
												","255,500","
4 bds
2 ba
1,803 sqft
",Dallas,TX,,
1538,"1122 W Catalpa Ave APT 418, Chicago, IL 60640","255,000",2 bds2 ba-- sqft,Chicago,IL,,
1539,"2914 Curvilinear Ct, Dallas, TX 75227
												","255,000","
3 bds
2 ba
1,676 sqft
",Dallas,TX,,
1540,"3325 W 37th Pl, Chicago, IL 60632","254,999","5 bds3 ba1,100 sqft",Chicago,IL,,
1541,"Austin Plan, Coventry East","254,990","
4 bds
2 ba
1,915 sqft
",Fort Worth,TX,,
1542,"1785 Northwest Ct APT B, Columbus, OH
													43212","254,900","
2 bds
1 ba
1,140 sqft
",Columbus,OH,,
1543,"820 W 400 N, Salt Lake City, UT 84116
												","254,000","
2 bds
1 ba
1,167 sqft
",Salt Lake City,UT,,
1544,"Chicago Plan, City Gate","251,990","4 bds2 ba1,670 sqft",Houston,TX,,
1545,"Paula Plan, City Gate","250,990","3 bds2 ba1,617 sqft",Houston,TX,,
1546,"2134 E Broadway Rd UNIT 1039, Tempe, AZ
													85282","250,000","
3 bds
2 ba
1,282 sqft
",Tempe,AZ,,
1547,"4014 Double Oak Ln, Irving, TX 75061
												","250,000","
3 bds
2 ba
1,706 sqft
",Irving,TX,,
1548,"2501 Chevy Chase Dr, Irving, TX 75062
												","250,000","
3 bds
2 ba
1,518 sqft
",Irving,TX,,
1549,"2304 Westwood Dr, Arlington, TX 76012
												","250,000","
4 bds
3.1 ba
3,299 sqft
",Arlington,TX,,
1550,"117 N Briarcrest Dr, Richardson, TX
													75081","250,000","
3 bds
2 ba
1,748 sqft
",Richardson,TX,,
1551,"8457 Comanche Springs Dr, Fort Worth, TX
													76131","250,000","
4 bds
2 ba
1,770 sqft
",Fort Worth,TX,,
1552,"4709 Scots Briar Ln, Fort Worth, TX
													76137","250,000","
3 bds
2 ba
1,112 sqft
",Fort Worth,TX,,
1553,"4725 Winding Hollow Dr, Fort Worth, TX
													76179","250,000","
4 bds
3 ba
2,362 sqft
",Fort Worth,TX,,
1554,"810 N Van Buren St, Wilmington, DE 19806
												","250,000","
4 bds
3 ba
2,400 sqft
",Wilmington,DE,,
1555,"1705 Maple Ave, Downers Grove, IL 60515
												","250,000","
0.6 acres lot
",Downers Grove,IL,,
1556,"Carol Oaks North - Ellington Plan, Carol
													Oaks North","249,990","
3 bds
3 ba
2,052 sqft
",Fort Worth,TX,,
1557,"1740 NE 86th St APT 313, Seattle, WA
													98115","249,900","
Studio
1 ba
389 sqft
",Seattle,WA,,
1558,"1170 S Foothill Dr APT 324, Salt Lake
													City, UT 84108","249,900","
1 bd
1 ba
761 sqft
",Salt Lake City,UT,,
1559,"1502 W 10th St, Wilmington, DE 19806
												","249,900","
3 bds
2 ba
1,250 sqft
",Wilmington,DE,,
1560,"2248 W Magnolia Ave, San Antonio, TX
													78201","249,500","
2 bds
2 ba
1,593 sqft
",San Antonio,TX,,
1561,"1225 Vienna Dr SPACE 154, Sunnyvale, CA
													94089","249,500","
3 bds
2 ba
1,568 sqft
",Sunnyvale,CA,,
1562,"2601 Preston Rd APT 2202, Plano, TX
													75093","249,000","
2 bds
2 ba
1,220 sqft
",Plano,TX,,
1563,"4021 Victoria St, Irving, TX 75062
												","249,000","
3 bds
2 ba
1,497 sqft
",Irving,TX,,
1564,"4118 Highgrove Dr, Arlington, TX 76001
												","249,000","
4 bds
2 ba
2,058 sqft
",Arlington,TX,,
1565,"7029 Red Brook Rd, Norfolk, VA 23518
												","248,900","
4 bds
2 ba
1,849 sqft
",Norfolk,VA,,
1566,"Lansing Plan, The Woods at Davis Lake","247,990","3 bds3 ba1,699 sqft",Charlotte,NC,,
1567,"9024 Penny Ln, Fort Worth, TX 76123
												","245,900","
5 bds
3 ba
3,488 sqft
",Fort Worth,TX,,
1568,"7206 Dungan Rd, Philadelphia, PA 19111
												","245,000","
4 bds
2 ba
1,200 sqft
",Philadelphia,PA,,
1569,"419 Bright Chase, San Antonio, TX 78253
												","245,000","
3 bds
3 ba
2,564 sqft
",San Antonio,TX,,
1570,"5003 Fawn Lk, San Antonio, TX 78244
												","245,000","
4 bds
3 ba
3,288 sqft
",San Antonio,TX,,
1571,"16 Cove Creek Dr, San Antonio, TX
												","245,000","
3 bds
2 ba
1,544 sqft
",San Antonio,TX,,
1572,"5003 S Willow Dr, Tempe, AZ 85282
												","245,000","
3 bds
2.5 ba
1,656 sqft
",Tempe,AZ,,
1573,"810 Sansome Dr, Arlington, TX 76018
												","245,000","
4 bds
2 ba
2,058 sqft
",Arlington,TX,,
1574,"1288 W Ocean View Ave, Norfolk, VA 23503
												","245,000","
9,147 sqft lot
",Norfolk,VA,,
1575,"2202 Heath Rd, Wilmington, DE 19809
												","245,000","
3 bds
2 ba
1,100 sqft
",Wilmington,DE,,
1576,"202 Minitree Ln, Charlotte, NC 28214","242,000","3 bds3 ba2,144 sqft",Charlotte,NC,,
1577,"Boston Plan, City Gate","241,990","3 bds2 ba1,516 sqft",Houston,TX,,
1578,"7904 Echo Springs Rd, Jacksonville, FL
												","241,990","
3 bds
3 ba
1,502 sqft
",Jacksonville,FL,,
1579,"7884 Echo Springs Rd, Jacksonville, FL
												","241,990","
3 bds
3 ba
1,502 sqft
",Jacksonville,FL,,
1580,"7898 Echo Springs Rd, Jacksonville, FL
												","240,990","
3 bds
3 ba
1,502 sqft
",Jacksonville,FL,,
1581,"285 E 35th St APT 6K, Brooklyn, NY 11203","240,000",1 bd1 ba700 sqft,New York,NY,,
1582,"2018 Santa Monica St, San Antonio, TX
													78201","240,000","
3 bds
2 ba
1,580 sqft
",San Antonio,TX,,
1583,"285 E 35th St APT 6K, Brooklyn, NY 11203
												","240,000","
1 bd
1 ba
700 sqft
",Brooklyn,NY,,
1584,"7914 Echo Springs Rd, Jacksonville, FL
												","239,990","
3 bds
3 ba
1,502 sqft
",Jacksonville,FL,,
1585,"1991 Elston St, Philadelphia, PA 19138
												","239,900","
3 bds
2 ba
984 sqft
",Philadelphia,PA,,
1586,"12122 Hideaway Crk, San Antonio, TX
													78254","239,900","
3 bds
3 ba
2,154 sqft
",San Antonio,TX,,
1587,"222 Avondale Ave, Columbus, OH 43223
												","239,900","
4 bds
2 ba
2,190 sqft
",Columbus,OH,,
1588,"1168 S Foothill Dr APT 614, Salt Lake
													City, UT 84108","239,900","
1 bd
1 ba
756 sqft
",Salt Lake City,UT,,
1589,"1304 Malmgren Ct, Norfolk, VA 23502
												","239,900","
4 bds
2 ba
1,478 sqft
",Norfolk,VA,,
1590,"1327 Lamanto Ave S, Jacksonville, FL
													32211","239,900","
4 bds
3 ba
2,227 sqft
",Jacksonville,FL,,
1591,"638 Wiltshire Rd, Columbus, OH 43204
												","239,500","
3 bds
1 ba
1,492 sqft
",Columbus,OH,,
1592,"5100 Clarksburg Ct, Arlington, TX 76017
												","239,000","
4 bds
3 ba
2,301 sqft
",Arlington,TX,,
1593,"1704 Sugar Hollow Dr, Charlotte, NC 28214","235,000","3 bds3 ba1,569 sqft",Charlotte,NC,,
1594,"4017 Windhaven Ln, Dallas, TX 75287
												","235,000","
3 bds
2 ba
1,433 sqft
",Dallas,TX,,
1595,"205 W Buist Ave, Phoenix, AZ 85041
												","235,000","
3 bds
1.75 ba
1,170 sqft
",Phoenix,AZ,,
1596,"118 Corbin Ave APT 104, Jersey City, NJ
													07306","235,000","
1 bd
1 ba
553 sqft
",Jersey City,NJ,,
1597,"4910 Oldfield Dr, Arlington, TX 76016
												","235,000","
3 bds
2 ba
1,720 sqft
",Arlington,TX,,
1598,"316 Hampton Roads Ave, Hampton, VA 23661
												","235,000","
3 bds
2 ba
1,532 sqft
",Hampton,VA,,
1599,"4400 Pershing Ave UNIT 3S, Downers
													Grove, IL 60515","235,000","
2 bds
2 ba
1,200 sqft
",Downers Grove,IL,,
1600,"1146 Shadyglen Cir, Richardson, TX 75081
												","234,900","
3 bds
2 ba
1,210 sqft
",Richardson,TX,,
1601,"1336 W Norcova Dr, Norfolk, VA 23502
												","234,900","
3 bds
2 ba
1,604 sqft
",Norfolk,VA,,
1602,"739 74th St, Downers Grove, IL 60516
												","234,900","
3 bds
2 ba
1,244 sqft
",Downers Grove,IL,,
1603,"994 N King St, Hampton, VA 23669
												","234,476","
3 bds
3 ba
2,311 sqft
",Hampton,VA,,
1604,"1224 Donna Dr, Richardson, TX 75080
												","234,000","
3 bds
2 ba
1,383 sqft
",Richardson,TX,,
1605,"8410 Jacaranda Way, Arlington, TX 76002
												","233,500","
3 bds
2 ba
1,730 sqft
",Arlington,TX,,
1606,"1875 Fairhaven Rd, Columbus, OH 43229
												","232,900","
4 bds
3 ba
1,822 sqft
",Columbus,OH,,
1607,"Atlanta Plan, City Gate","231,990","3 bds2 ba1,366 sqft",Houston,TX,,
1608,"196 Delaware Ave, Jersey City, NJ 07306
												","229,999","
1,999 sqft lot
",Jersey City,NJ,,
1609,"Broadmoor Plan, Hunter's Crossing
												","229,995","
4 bds
3 ba
2,011 sqft
",Indianapolis,IN,,
1610,"1515 W 6th Ave, Columbus, OH 43212
												","229,900","
2 bds
1 ba
1,024 sqft
",Columbus,OH,,
1611,"106 E 8th St, Irving, TX 75060","229,900","
3 bds
2 ba
1,431 sqft
",Irving,TX,,
1612,"6248 E Sea Breeze Dr #93, Long Beach, CA
													90803","229,900","
2 bds
2 ba
1,248 sqft
",Long Beach,CA,,
1613,"6024 Signal Point, Austin, TX 78724","229,000","3 bds2 ba1,320 sqft",Austin,TX,,
1614,"(undisclosed Address), Dallas, TX 75234
												","229,000","
3 bds
2 ba
1,230 sqft
",Dallas,TX,,
1615,"(undisclosed Address), Dallas, TX 75234
												","229,000","
3 bds
2 ba
1,230 sqft
",Dallas,TX,,
1616,"Bristol Plan, The Pointe","227,900","
4 bds
3 ba
2,232 sqft
",Indianapolis,IN,,
1617,"Hawking Plan, McPherson Village
												","226,990","
3 bds
2 ba
1,769 sqft
",Fort Worth,TX,,
1618,"234 N 3rd St APT 404, Philadelphia, PA
													19106","225,000","
1 bd
1 ba
586 sqft
",Philadelphia,PA,,
1619,"234-38 N 3rd St #404, Philadelphia, PA
													19106","225,000","
1 bd
1 ba
586 sqft
",Philadelphia,PA,,
1620,"7912 Mosspark Ln, Fort Worth, TX 76123
												","225,000","
3 bds
2 ba
1,696 sqft
",Fort Worth,TX,,
1621,"507 Fresh Meadow Rd, Norfolk, VA 23503
												","225,000","
4 bds
2 ba
1,777 sqft
",Norfolk,VA,,
1622,"Modena Plan, Estrella on Rittiman
												","224,990","
3 bds
3 ba
2,300 sqft
",San Antonio,TX,,
1623,"336 W Wellington Ave APT 302, Chicago, IL 60657","224,900",2 bds1 ba820 sqft,Chicago,IL,,
1624,"1757 Bayview Heights Dr UNIT 53, San
													Diego, CA 92105","224,900","
1 bd
1 ba
521 sqft
",San Diego,CA,,
1625,"1527 Mohican St, Philadelphia, PA 19138
												","224,900","
3 bds
2 ba
1,250 sqft
",Philadelphia,PA,,
1626,"13267 Cipresso Palco, San Antonio, TX
													78253","224,900","
3 bds
3 ba
2,090 sqft
",San Antonio,TX,,
1627,"3901 Alamo Ave, Fort Worth, TX 76107
												","224,900","
3 bds
1 ba
1,105 sqft
",Fort Worth,TX,,
1628,"8236 Simons Dr, Norfolk, VA 23505
												","224,900","
3 bds
2 ba
1,276 sqft
",Norfolk,VA,,
1629,"233 W 34th St, Norfolk, VA 23504
												","224,900","
3 bds
3 ba
1,577 sqft
",Norfolk,VA,,
1630,"411 Geddes St, Wilmington, DE 19805
												","224,900","
3 bds
1 ba
1,150 sqft
",Wilmington,DE,,
1631,"467 Duchess Ct, Hampton, VA 23669
												","224,500","
4 bds
3 ba
1,619 sqft
",Hampton,VA,,
1632,"Irving Plan, The Meadows At Shannon
													Lakes","223,990","
4 bds
3 ba
2,318 sqft
",Columbus,OH,,
1633,"8465 W Lawrence Ave APT 2B, Chicago, IL 60656","223,000","2 bds2 ba1,100 sqft",Chicago,IL,,
1634,"4276 Buck Creek Dr, Columbus, OH 43207
												","223,000","
3 bds
3 ba
1,687 sqft
",Columbus,OH,,
1635,"852 Capitola St, Jacksonville, FL
												","222,990","
3 bds
3 ba
1,502 sqft
",Jacksonville,FL,,
1636,"862 Capitola St, Jacksonville, FL
												","222,990","
3 bds
3 ba
1,502 sqft
",Jacksonville,FL,,
1637,"1534 Rumstone Ln, Charlotte, NC 28262","220,000","3 bds3 ba1,722 sqft",Charlotte,NC,,
1638,"1625 E Gowen Ave, Philadelphia, PA 19150
												","220,000","
Studio
-- ba
1,320 sqft
",Philadelphia,PA,,
1639,"360 W Broadway UNIT 236, Salt Lake City,
													UT 84101","220,000","
1 bd
1 ba
348 sqft
",Salt Lake City,UT,,
1640,"4504 Embercrest Ln, Fort Worth, TX 76123
												","220,000","
3 bds
2 ba
1,952 sqft
",Fort Worth,TX,,
1641,"126 Glendale Ave, Norfolk, VA 23505
												","220,000","
3 bds
2 ba
1,405 sqft
",Norfolk,VA,,
1642,"4356 Lake Woodbourne Dr, Jacksonville,
													FL 32217","220,000","
3 bds
2 ba
1,338 sqft
",Jacksonville,FL,,
1643,"5724 Lomond Ave, Downers Grove, IL 60516
												","220,000","
0.68 acres lot
",Downers Grove,IL,,
1644,"2321 E Cactus Rd, Phoenix, AZ 85022
												","219,900","
2 bds
2.5 ba
1,428 sqft
",Phoenix,AZ,,
1645,"6349 N Central Ave, Indianapolis, IN
													46220","219,900","
2 bds
1 ba
1,222 sqft
",Indianapolis,IN,,
1646,"5420 N Sheridan Rd APT 204, Chicago, IL 60640","219,000",2 bds2 ba-- sqft,Chicago,IL,,
1647,"15202 Mcconn St, Webster, TX 77598","219,000","4 bds2 ba2,136 sqft",Houston,TX,,
1648,"6312 Garwin Dr, Fort Worth, TX 76132
												","219,000","
4 bds
2 ba
1,863 sqft
",Fort Worth,TX,,
1649,"474 Reseda Dr, Webster, TX 77598","218,000","3 bds2 ba1,616 sqft",Houston,TX,,
1650,"1602 Upton Pl, Irving, TX 75060
												","217,700","
3 bds
2 ba
1,660 sqft
",Irving,TX,,
1651,"Calypso Plan, Compass 19","216,990","
2 bds
3 ba
1,532 sqft
",Hampton,VA,,
1652,"7896 Echo Springs Rd, Jacksonville, FL
												","216,990","
2 bds
3 ba
1,346 sqft
",Jacksonville,FL,,
1653,"6767 N 7th St UNIT 119, Phoenix, AZ
													85014","216,900","
2 bds
2 ba
1,364 sqft
",Phoenix,AZ,,
1654,"2737 Morgan St, Irving, TX 75062
												","216,900","
3 bds
2 ba
1,220 sqft
",Irving,TX,,
1655,"7906 Echo Springs Rd, Jacksonville, FL
												","215,990","
2 bds
3 ba
1,346 sqft
",Jacksonville,FL,,
1656,"7912 Echo Springs Rd, Jacksonville, FL
												","215,990","
2 bds
3 ba
1,346 sqft
",Jacksonville,FL,,
1657,"7886 Echo Springs Rd, Jacksonville, FL
												","215,990","
2 bds
3 ba
1,346 sqft
",Jacksonville,FL,,
1658,"ST. GEORGE Plan, Ortega Place","215,990","
4 bds
2 ba
1,778 sqft
",Jacksonville,FL,,
1659,"1720 S Michigan Ave APT 3217, Chicago, IL 60616","215,000",1 bd1 ba705 sqft,Chicago,IL,,
1660,"2402 W Via Savelli, Phoenix, AZ 85086
												","215,000","
0.5 acres lot
",Phoenix,AZ,,
1661,"3510 Chamberland Dr, Arlington, TX 76014
												","215,000","
3 bds
2 ba
1,892 sqft
",Arlington,TX,,
1662,"2628 Custer Pkwy APT C, Richardson, TX
													75080","215,000","
2 bds
3 ba
1,632 sqft
",Richardson,TX,,
1663,"12425 Hunters Cabin Ct, Burleson, TX
													76028","215,000","
3 bds
2 ba
1,391 sqft
",Fort Worth,TX,,
1664,"131 Poplar Ave, Norfolk, VA 23523
												","215,000","
4 bds
2 ba
2,063 sqft
",Norfolk,VA,,
1665,"8325 Horseshoe Bend Dr, Fort Worth, TX
													76131","214,999","
3 bds
2 ba
1,760 sqft
",Fort Worth,TX,,
